variable_id,class_id,semantic_folder,execution_queue,freeze_or_route_action,current_build_status,owner_approval_status,dependency_or_split_identity,unlock_condition,allowed_next_work,queue_reason,audit_rationale,dictionary_hit_count,dictionary_hit_tables
std_ldh_ascites,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ldh_csf,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ldh_joint_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ldh_other_body_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ldh_pleural,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_lymphocyte_abs,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_lymphocyte_pct,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_lymphs_pct_ascites,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_lymphs_pct_csf,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_lymphs_pct_joint_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_lymphs_pct_other_body_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_lymphs_pct_pleural,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_macrophage_pct_ascites,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_macrophage_pct_csf,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_macrophage_pct_joint_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_macrophage_pct_other_body_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_macrophage_pct_pleural,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_mch,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_mcv,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_methemoglobin_bg,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_monocytes_pct_ascites,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_monocytes_pct_csf,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_monocytes_pct_joint_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_monocytes_pct_other_body_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_monocytes_pct_pleural,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_neutrophil_abs,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_neutrophil_pct,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_nrbc_abs,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_nrbc_pct_ascites,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_nrbc_pct_csf,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_nrbc_pct_joint_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_nrbc_pct_other_body_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_nrbc_pct_pleural,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_nrbc_per_100_wbc,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ntprobnp,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ntprobnp_pleural,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_osmolality_stool,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_osmolality_urine,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ph_other_body_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ph_urine,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_pp,class1_event_level_numeric,vital_signs,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_psa,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_rbc_ascites,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_rbc_csf,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_rbc_joint_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_rbc_other_body_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_rbc_pleural,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_rbc_urine,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_rdw_cv,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_rdw_sd,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ret_abs,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_ret_pct,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_sao2,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_tacrofk,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_tibc,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_triglycerides,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_triglycerides_ascites,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_triglycerides_other_body_fluid,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_triglycerides_pleural,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_tsh,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_urea_nitrogen_urine,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_wbc_urine,class1_event_level_numeric,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,no_dictionary_hit_in_opening_scan,open only if a new source table or dictionary release provides a clear analyte/procedure/source-family hit,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,No clear Amsterdam item-dictionary hit was found in the opening scan.,0,
std_hospital_delirium_treatment_medication_administration_evidence,class4_treatment_device_io_event_stream,medication,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,hospital_level_surface_absent,"open only if hospital/ED workflow, orders, provider, medication, or admission-grain source surfaces are admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.,1,drugitems:1
std_hospital_ecmo_anticoagulant_medication_administration_detail,class4_treatment_device_io_event_stream,medication,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,hospital_level_surface_absent,"open only if hospital/ED workflow, orders, provider, medication, or admission-grain source surfaces are admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.,19,drugitems:1;listitems:1;numericitems:12;procedureorderitems:2;processitems:3
std_hospital_ecmo_anticoagulant_medication_administration_evidence,class4_treatment_device_io_event_stream,medication,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,hospital_level_surface_absent,"open only if hospital/ED workflow, orders, provider, medication, or admission-grain source surfaces are admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.,19,drugitems:1;listitems:1;numericitems:12;procedureorderitems:2;processitems:3
std_hospital_medication_administration_detail,class4_treatment_device_io_event_stream,medication,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,hospital_level_surface_absent,"open only if hospital/ED workflow, orders, provider, medication, or admission-grain source surfaces are admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.,18,drugitems:1;listitems:17
std_hospital_medication_administration_event,class4_treatment_device_io_event_stream,medication,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,hospital_level_surface_absent,"open only if hospital/ED workflow, orders, provider, medication, or admission-grain source surfaces are admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.,26,drugitems:4;listitems:17;numericitems:5
std_ed_current_diagnosis_icd,class7_diagnosis_admin_demographic_id_map,diagnosis_current,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,hospital_level_surface_absent,"open only if hospital/ED workflow, orders, provider, medication, or admission-grain source surfaces are admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.,4,numericitems:4
std_hospital_current_diagnosis_icd,class7_diagnosis_admin_demographic_id_map,diagnosis_current,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,hospital_level_surface_absent,"open only if hospital/ED workflow, orders, provider, medication, or admission-grain source surfaces are admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.,4,numericitems:4
std_hospital_current_drg_classification,class7_diagnosis_admin_demographic_id_map,diagnosis_current,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,hospital_level_surface_absent,"open only if hospital/ED workflow, orders, provider, medication, or admission-grain source surfaces are admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.,4,numericitems:4
