variable_id,semantic_folder,value_type,grain,class_id,amsterdam_status_bucket,amsterdam_phase,amsterdam_already_public_covered,dictionary_hit_count,dictionary_hit_tables,priority_tier,rationale
std_icu_exit_destination,encounter_information,categorical text,ICU stay,class7_diagnosis_admin_demographic_id_map,same_name_ready,admissions_core_admin_field_ready,False,0,,3_ready_after_current_batch,Amsterdam admissions_core has local origin/destination/discharge context for governed review.
std_icu_extubation_48h_reintubation,outcomes,binary outcome,ICU stay,class3_binary_state_episode,bounded_candidate_only,state_source_review_needed,False,0,,9_not_in_ready_batch,"Amsterdam processitems/listitems/drugitems may support this state, but item/state boundaries need a focused source audit."
std_icu_fluid_blood_nutrition_input_event,supportive_therapy,mixed_numeric_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,58,drugitems:19;listitems:4;numericitems:35,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_fluid_blood_nutrition_input_ingredient_component,supportive_therapy,mixed_numeric_and_metadata,component_event,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,58,drugitems:19;listitems:4;numericitems:35,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_intake_output_balance_daily,intake_output_balance,mixed_numeric_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,23,drugitems:1;numericitems:20;procedureorderitems:2,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_intake_output_balance_hourly,intake_output_balance,mixed_numeric_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,23,drugitems:1;numericitems:20;procedureorderitems:2,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_los_days,outcomes,duration measurement,ICU stay,class2_baseline_summary_window_numeric,same_name_ready,already_public_covered,True,0,,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_icu_medication_input_event,medication,mixed_numeric_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,9,drugitems:4;numericitems:5,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_medication_input_ingredient_component,medication,mixed_numeric_and_metadata,component_event,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,1,drugitems:1,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_milrinone_infusion_event,medication,mixed_numeric_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,13,drugitems:8;numericitems:5,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_mortality,outcomes,binary outcome,stay-level aligned,class2_baseline_summary_window_numeric,same_name_ready,already_public_covered,True,0,,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_icu_norepinephrine_infusion_event,medication,mixed_numeric_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,15,drugitems:10;numericitems:5,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_output_event,supportive_therapy,mixed_numeric_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,29,drugitems:4;numericitems:23;procedureorderitems:2,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_performed_intervention_event,treatment_intervention,mixed_numeric_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,8,drugitems:3;numericitems:5,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_phenylephrine_infusion_event,medication,mixed_numeric_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,15,drugitems:10;numericitems:5,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_post_entry_intubation_observed,outcomes,binary outcome,ICU stay,class3_binary_state_episode,bounded_candidate_only,state_source_review_needed,False,326,listitems:320;numericitems:6,9_not_in_ready_batch,"Amsterdam processitems/listitems/drugitems may support this state, but item/state boundaries need a focused source audit."
std_icu_post_entry_tracheostomy_observed,outcomes,binary outcome,ICU stay,class3_binary_state_episode,bounded_candidate_only,state_source_review_needed,False,329,drugitems:3;listitems:320;numericitems:6,9_not_in_ready_batch,"Amsterdam processitems/listitems/drugitems may support this state, but item/state boundaries need a focused source audit."
std_icu_readmission_same_hadm,outcomes,binary outcome,ICU stay,class2_baseline_summary_window_numeric,bounded_candidate_only,icu_window_or_summary_candidate,False,0,,9_not_in_ready_batch,"Amsterdam ICU/MCU timing can support a bounded candidate, but the source window and denominator must be governed."
std_icu_rrt_fluid_removal_bridge_hourly,intake_output_balance,mixed_numeric_and_metadata,event-level measurement,class5_episode_interval_bridge,bounded_candidate_only,interval_or_followup_bridge_needed,False,14,listitems:4;numericitems:10,9_not_in_ready_batch,"Amsterdam has ICU/MCU interval evidence, but parent-link or follow-up bridge rules must be proven."
std_icu_urine_output_event,supportive_therapy,numeric_with_metadata,event-level measurement,class4_treatment_device_io_event_stream,same_name_ready,already_public_covered,True,207,drugitems:7;freetextitems:58;numericitems:128;procedureorderitems:12;processitems:2,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_icu_vasoactive_medication_infusion_event,medication,mixed_numeric_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,14,drugitems:9;numericitems:5,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_icu_vasopressin_infusion_event,medication,mixed_numeric_and_metadata,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,13,drugitems:8;numericitems:5,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_id_map_subject_hadm,id_mapping,id_mapping,encounter,class7_diagnosis_admin_demographic_id_map,split_identity_needed,known_boundary_from_prior_review,False,0,,9_not_in_ready_batch,Prior Amsterdam review showed the same-name route would mix hospital-level or exact-measurement semantics; split/proxy identity is needed.
std_id_map_subject_hadm_stay,id_mapping,id_mapping,ICU stay,class7_diagnosis_admin_demographic_id_map,split_identity_needed,known_boundary_from_prior_review,False,0,,9_not_in_ready_batch,Prior Amsterdam review showed the same-name route would mix hospital-level or exact-measurement semantics; split/proxy identity is needed.
std_ig_abs,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_iga,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_igg,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_igm,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_immature_granulocyte_pct,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,1,freetextitems:1,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_impella_active,treatment_state,state_episode,icu_stay_episode,class3_binary_state_episode,bounded_candidate_only,state_source_review_needed,False,2,drugitems:2,9_not_in_ready_batch,"Amsterdam processitems/listitems/drugitems may support this state, but item/state boundaries need a focused source audit."
std_indirect_bilirubin,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,7,freetextitems:1;numericitems:6,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_inr,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,direct_numeric_source_ready,False,3,drugitems:2;numericitems:1,2_numeric_spine_later,Amsterdam numericitems/dictionary evidence supports a direct event-level candidate with low semantic risk.
std_invasive_mechanical_ventilation_active,treatment_state,state_episode,icu_stay_episode,class3_binary_state_episode,same_name_ready,already_public_covered,True,66,drugitems:2;listitems:53;numericitems:11,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_ionized_calcium_bg,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,blood_gas_item_family_needs_review,False,21,drugitems:12;numericitems:8;procedureorderitems:1,9_not_in_ready_batch,"Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked."
std_iron,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,2,drugitems:2,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_kdigo_stage,diagnosis_computable,mixed_numeric_or_text,icu_stay_event,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,0,,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_ketone_urinalysis_result,laboratory,categorical text,event-level measurement,class6_ordinal_text_semiquantitative_result,bounded_candidate_only,ordinal_source_hit_needs_domain_review,False,4,freetextitems:1;listitems:2;numericitems:1,9_not_in_ready_batch,"Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval."
std_lactate_bg,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,9,drugitems:1;listitems:3;numericitems:5,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_ldh,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_ldh_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_ldh_csf,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_ldh_joint_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_ldh_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_ldh_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_ldl_cholesterol_calc,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,29,drugitems:14;numericitems:14;procedureorderitems:1,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_ldl_cholesterol_measured,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,7,numericitems:7,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_leukocytes_urinalysis_result,laboratory,categorical text,event-level measurement,class6_ordinal_text_semiquantitative_result,bounded_candidate_only,ordinal_source_hit_needs_domain_review,False,2,listitems:2,9_not_in_ready_batch,"Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval."
std_lipase,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,5,numericitems:5,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_lmw_heparin_assay,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,7,drugitems:5;freetextitems:1;numericitems:1,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_lods,scores,numeric score,ICU stay,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,0,,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_lupus_anticoagulant_result,laboratory,categorical text,event-level measurement,class6_ordinal_text_semiquantitative_result,bounded_candidate_only,ordinal_source_hit_needs_domain_review,False,2,listitems:2,9_not_in_ready_batch,"Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval."
std_lymphocyte_abs,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_lymphocyte_pct,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_lymphs_pct_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_lymphs_pct_csf,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_lymphs_pct_joint_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_lymphs_pct_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_lymphs_pct_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_macrophage_pct_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_macrophage_pct_csf,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_macrophage_pct_joint_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_macrophage_pct_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_macrophage_pct_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_magnesium,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,12,drugitems:5;numericitems:7,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_map,vital_signs,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,4,numericitems:4,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_mch,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_mchc,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,3,numericitems:3,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_mcv,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_mechanical_ventilation_imv_niv_active,treatment_state,state_episode,icu_stay_episode,class3_binary_state_episode,same_name_ready,derivable_from_approved_support_family,False,57,drugitems:2;listitems:53;numericitems:2,3_ready_after_current_batch,Required parent support layers are already approved or source-bounded enough for the next governed candidate.
std_meld,scores,numeric score,ICU stay,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,2,numericitems:2,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_mesothelial_cells_pct_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,4,drugitems:2;freetextitems:2,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_mesothelial_cells_pct_joint_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,4,drugitems:2;freetextitems:2,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_mesothelial_cells_pct_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,4,drugitems:2;freetextitems:2,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_mesothelial_cells_pct_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,4,drugitems:2;freetextitems:2,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_metamyelocyte_pct,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,2,numericitems:2,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_metamyelocyte_pct_csf,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,2,numericitems:2,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_methemoglobin_bg,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_microbiology_antibiotic_susceptibility,laboratory,mixed_numeric_or_text,1 row per microbiology susceptibility leaf row,class9_microbiology_multi_entity_family,not_supported_or_blocked,known_source_boundary,False,0,,9_not_in_ready_batch,Current Amsterdam opening source does not prove the required same-name source hierarchy or demographic field.
std_microbiology_organism_isolate,laboratory,categorical text,1 row per micro_specimen_id + test_seq + organism branch,class9_microbiology_multi_entity_family,not_supported_or_blocked,known_source_boundary,False,0,,9_not_in_ready_batch,Current Amsterdam opening source does not prove the required same-name source hierarchy or demographic field.
std_microbiology_test_event,laboratory,categorical text,1 row per micro_specimen_id + test_seq,class9_microbiology_multi_entity_family,not_supported_or_blocked,known_source_boundary,False,136,drugitems:3;freetextitems:11;listitems:107;numericitems:11;procedureorderitems:3;processitems:1,9_not_in_ready_batch,Current Amsterdam opening source does not prove the required same-name source hierarchy or demographic field.
std_monocyte_abs,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,4,numericitems:4,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_monocyte_pct,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,4,numericitems:4,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_monocytes_pct_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_monocytes_pct_csf,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_monocytes_pct_joint_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_monocytes_pct_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_monocytes_pct_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_myelocyte_pct,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,6,numericitems:6,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_neutrophil_abs,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_neutrophil_pct,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_nitrite_urinalysis_result,laboratory,categorical text,event-level measurement,class6_ordinal_text_semiquantitative_result,bounded_candidate_only,ordinal_source_hit_needs_domain_review,False,2,listitems:2,9_not_in_ready_batch,"Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval."
std_non_crrt_rrt_active,treatment_state,current approved database assets still need explicit public normalization,current approved database assets still need explicit public normalization,class3_binary_state_episode,same_name_ready,already_public_covered,True,40,drugitems:2;listitems:9;numericitems:29,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_noninvasive_ventilation_active,treatment_state,state_episode,icu_stay_episode,class3_binary_state_episode,same_name_ready,already_public_covered,True,57,drugitems:2;listitems:53;numericitems:2,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_nrbc_abs,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_nrbc_pct_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_nrbc_pct_csf,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_nrbc_pct_joint_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_nrbc_pct_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_nrbc_pct_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_nrbc_per_100_wbc,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_ntprobnp,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_ntprobnp_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_oasis,scores,numeric score,ICU stay,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,0,,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_osmolality_measured,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,5,numericitems:5,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_osmolality_stool,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_osmolality_urine,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_other_cells_pct,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,23,drugitems:4;freetextitems:2;listitems:8;procedureorderitems:7;processitems:2,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_other_cells_pct_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,23,drugitems:4;freetextitems:2;listitems:8;procedureorderitems:7;processitems:2,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
